duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,num_packet,type_attack
0,tcp,systat,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,12,1,1,0,0,0.05,0.06,0,255,12,0.05,0.06,0,0,1,1,0,0,20,neptune
0,tcp,ftp_data,SF,209,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,15,98,0.27,0.2,0.27,0.02,0,0,0,0,21,normal
0,udp,domain_u,SF,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,36,81,0.14,0.11,0.14,0.04,0,0,0,0,21,normal
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,10,1,1,0,0,0.09,0.08,0,255,10,0.04,0.08,0,0,1,1,0,0,21,neptune
0,tcp,ftp_data,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,17,1,1,0,0,0.08,0.06,0,255,17,0.07,0.07,0,0,1,1,0,0,19,neptune
0,tcp,http,SF,222,5729,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,16,0,0,0,0,1,0,0.12,176,255,1,0,0.01,0.03,0,0,0,0,21,normal
0,udp,domain_u,SF,33,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,0,0.8,73,48,0.66,0.04,0.01,0,0,0,0,0,21,normal
0,tcp,smtp,SF,893,332,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,93,183,0.85,0.05,0.01,0.01,0,0,0,0,21,normal
0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0,0,0,0,1,0,1,2,58,1,0,1,0.5,0,0,0,0,17,ipsweep
0,tcp,telnet,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,17,1,1,0,0,0.07,0.06,0,255,17,0.07,0.06,0,0,1,1,0,0,20,neptune
0,tcp,ftp_data,SF,175337,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,96,61,0.11,0.04,0.11,0.03,0.01,0,0,0,21,normal
0,tcp,http,SF,304,2239,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0.2,1,0,0.4,255,255,1,0,0,0,0,0,0,0,21,normal
0,tcp,whois,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,16,1,1,0,0,0.08,0.05,0,255,16,0.06,0.06,0,0,1,1,0,0,18,neptune
0,tcp,ftp,S1,414,1286,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,72,13,0.18,0.04,0.01,0,0.03,0.08,0,0,16,normal
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,10,1,1,0,0,0.09,0.06,0,255,28,0.11,0.06,0,0,1,1,0,0,20,neptune
0,tcp,http,SF,277,1533,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,11,255,1,0,0.09,0.01,0,0,0,0,21,normal
0,tcp,http,SF,323,935,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,1,0,0,107,255,1,0,0.01,0.02,0,0,0,0,21,normal
0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,48,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,19,smurf
20,tcp,ftp,SF,222,753,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,164,67,0.41,0.04,0.01,0,0.01,0,0,0,21,normal
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,5,1,1,0,0,0.03,0.06,0,255,5,0.02,0.07,0,0,1,1,0,0,21,neptune
0,tcp,imap4,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,13,1,1,0,0,0.05,0.06,0,255,13,0.05,0.08,0,0,1,1,0,0,20,neptune
0,tcp,courier,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,3,0,0,1,1,0.03,0.08,0,255,3,0.01,0.06,0,0,0,0,1,1,19,neptune
0,tcp,bgp,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,14,1,1,0,0,0.06,0.06,0,255,7,0.03,0.08,0,0,1,1,0,0,18,neptune
0,tcp,http,SF,239,2265,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,21,normal
0,tcp,http,SF,366,1861,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,13,0,0,0,0,1,0,0.23,255,255,1,0,0,0,0,0,0.01,0.01,21,normal
0,tcp,smtp,SF,905,329,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,71,102,0.42,0.2,0.01,0.02,0.03,0.01,0,0,21,normal
31,tcp,ftp,SF,1000,3074,0,0,0,22,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,77,26,0.34,0.06,0.03,0,0,0,0,0,21,normal
0,tcp,pop_2,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,15,1,1,0,0,0.11,0.07,0,255,15,0.06,0.08,0,0,1,1,0,0,21,neptune
0,tcp,http,SF,298,567,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,1,0,0,34,255,1,0,0.03,0.02,0,0,0,0,21,normal
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,13,0,0,1,1,0.05,0.07,0,255,13,0.05,0.08,0,0,0,0,1,1,20,neptune
0,udp,domain_u,SF,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,60,37,0.62,0.03,0.62,0,0,0,0,0,21,normal
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,1,0,0,1,1,0.01,0.56,0,255,1,0,0.27,0.47,0,0,0,0.53,1,21,portsweep
0,tcp,netbios_ns,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,1,1,0,0,0.67,0.33,0,255,4,0.02,0.07,0,0,1,1,0,0,20,neptune
2,tcp,smtp,SF,2373,375,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,17,128,0.65,0.18,0.06,0.02,0,0,0,0,21,normal
0,tcp,http,SF,314,315,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,255,255,1,0,0,0,0.01,0.01,0,0,21,normal
0,tcp,exec,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,3,1,1,0,0,0.02,0.06,0,255,3,0.01,0.07,0,0,1,1,0,0,20,neptune
0,tcp,http,SF,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0.29,1,0,0.43,255,255,1,0,0,0,0,0,0.05,0.05,15,back
0,tcp,Z39_50,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,16,1,1,0,0,0.06,0.05,0,255,16,0.06,0.05,0,0,1,1,0,0,19,neptune
0,tcp,http,SF,233,2625,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,62,255,1,0,0.02,0.09,0,0,0,0,21,normal
0,tcp,bgp,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,20,0,0,1,1,0.18,0.06,0,255,17,0.07,0.07,0,0,0,0,1,1,19,neptune
0,tcp,http,SF,312,115,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,20,normal
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,17,0,0,1,1,0.12,0.06,0,255,17,0.07,0.06,0,0,0,0,1,1,21,neptune
0,tcp,smtp,SF,1719,331,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,159,148,0.54,0.04,0.01,0.01,0,0,0,0,21,normal
0,tcp,discard,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,3,1,1,0,0,0.01,0.06,0,255,3,0.01,0.07,0,0,1,1,0,0,20,neptune
0,tcp,ftp_data,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,8,1,1,0,0,0.06,0.06,0,255,8,0.03,0.07,0,0,1,1,0,0,18,neptune
0,tcp,http,SF,155,623,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,1,0,0,7,236,1,0,0.14,0.05,0,0,0,0.76,21,normal
0,tcp,http,SF,201,633,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,79,255,1,0,0.01,0.04,0,0.01,0,0.02,21,normal
0,icmp,eco_i,SF,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,209,1,0,1,0.25,0,0,0,0,15,ipsweep
0,tcp,ftp,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,8,1,1,0,0,0.03,0.06,0,255,14,0.05,0.08,0,0,1,1,0,0,20,neptune
0,tcp,nnsp,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,1,1,0,0,0.38,0.31,0,255,5,0.02,0.09,0,0,1,1,0,0,18,neptune
0,tcp,ftp_data,SF,501760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,73,0.29,0.02,0.29,0,0,0,0,0,20,normal
0,tcp,http,SF,211,4046,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,40,255,1,0,0.03,0.03,0.05,0.01,0,0,21,normal
0,tcp,http,SF,233,5887,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,1,0,0,6,221,1,0,0.17,0.04,0,0,0,0,21,normal
28,tcp,ftp,SF,309,1054,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,124,14,0.11,0.06,0.01,0,0.02,0,0,0,20,normal
0,udp,domain_u,SF,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,164,0,0,0,0,1,0,0.01,255,250,0.98,0.01,0.01,0,0,0,0,0,18,normal
0,icmp,ecr_i,SF,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,229,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,20,smurf
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,5,1,1,0,0,0.03,0.06,0,255,7,0.03,0.06,0,0,1,1,0,0,21,neptune
0,udp,other,SF,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0.5,1,0,255,2,0.01,0.64,0.97,0,0,0,0,0,21,normal
0,udp,private,SF,28,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,84,0,0,0,0,1,0,0,255,84,0.33,0.64,0.33,0,0,0,0.52,0,16,teardrop
0,tcp,netstat,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,5,0,0,1,1,0.02,0.07,0,255,5,0.02,0.07,0,0,0,0,1,1,20,neptune
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,38,223,1,0,0.03,0.14,0,0,1,0.97,21,normal
0,tcp,telnet,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,2,1,1,0,0,0.01,0.07,0,255,2,0.01,0.09,0,0,1,1,0,0,18,neptune
0,tcp,Z39_50,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,4,1,1,0,0,0.02,0.06,0,255,4,0.02,0.06,0,0,1,1,0,0,19,neptune
0,tcp,smtp,SF,2473,331,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,200,86,0.43,0.03,0,0,0,0,0,0,21,normal
0,tcp,http,SF,268,370,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,1,0,0,58,255,1,0,0.02,0.02,0,0,0,0,21,normal
0,tcp,Z39_50,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,3,1,1,0,0,0.02,0.08,0,255,1,0,0.08,0,0,1,1,0,0,18,neptune
0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,0,0,0,0,1,0,1,2,188,1,0,1,0.5,0,0,0,0,16,ipsweep
0,tcp,nnsp,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,10,1,1,0,0,0.08,0.06,0,255,11,0.04,0.07,0,0,1,1,0,0,20,neptune
0,tcp,imap4,SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,161,1,0.58,0,0.03,1,0,0.28,2,2,1,0,1,0,1,1,0,0,18,imap
0,tcp,private,SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,108,1,0.01,0.91,0.93,0,0.93,1,0,0,18,nmap
4,tcp,smtp,SF,986,379,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,1,113,215,0.84,0.04,0.01,0.01,0,0,0,0,21,normal
0,tcp,vmnet,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,17,1,1,0,0,0.06,0.05,0,255,4,0.02,0.07,0,0,1,1,0,0,18,neptune
0,tcp,http,SF,208,9531,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,16,255,1,0,0.06,0.04,0,0,0,0,21,normal
0,udp,private,SF,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,115,99,0.86,0.02,0.86,0,0,0,0,0,12,nmap
28,tcp,ftp,SF,1083,3081,0,0,0,22,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,255,60,0.24,0.02,0,0,0,0,0,0,19,normal
0,tcp,http,SF,303,794,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,22,0,0,0,0,1,0,0,40,255,1,0,0.03,0.06,0,0,0,0,21,normal
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,10,1,1,0,0,0.08,0.06,0,255,14,0.05,0.08,0,0,1,1,0,0,21,neptune
0,tcp,ftp_data,SF,61298,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,1,0,0,230,102,0.42,0.02,0.42,0.02,0,0,0,0,21,normal
0,tcp,telnet,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,1,1,0,0,0.24,0.24,0,255,63,0.25,0.02,0.01,0,1,1,0,0,19,neptune
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,15,1,1,0,0,0.07,0.07,0,255,16,0.06,0.07,0,0,1,1,0,0,21,neptune
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,0,1,1,0.36,0.14,0,255,25,0.1,0.06,0,0,0,0,1,1,19,neptune
0,tcp,other,SF,59,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,1,0.06,0,0,0,0.06,0.17,0,255,1,0,0.02,0.2,0,0,0,0,0,15,normal
0,udp,domain_u,SF,131,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,38,0,0,0,0,1,0,0,255,240,0.94,0.01,0.16,0,0,0,0,0,21,normal
0,tcp,ftp_data,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0.92,1,0.08,0,0.23,0.38,0,255,45,0.18,0.04,0,0,1,1,0,0,18,neptune
0,tcp,ftp_data,SF,14052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,255,11,0.04,0.01,0.04,0,0,0,0,0,21,normal
0,tcp,uucp,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,3,1,1,0,0,0.03,0.07,0,255,12,0.05,0.07,0,0,1,1,0,0,19,neptune
0,tcp,http,SF,303,831,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,1,0,0,119,255,1,0,0.01,0.02,0,0,0,0,21,normal
0,tcp,http,SF,279,3869,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,72,255,1,0,0.01,0.06,0,0,0,0,21,normal
0,tcp,http,SF,325,1795,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,26,255,1,0,0.04,0.04,0,0,0,0,21,normal
0,tcp,http,SF,293,278,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,22,0,0,0,0,1,0,0.14,17,255,1,0,0.06,0.05,0,0,0,0,21,normal
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,6,1,1,0,0,0.03,0.05,0,255,6,0.02,0.05,0,0,1,1,0,0,21,neptune
0,tcp,http,SF,212,2205,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,4,255,1,0,0.25,0.04,0,0,0,0,21,normal
1,tcp,ftp,SF,1227,2449,0,0,0,28,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,255,81,0.32,0.02,0,0,0,0,0,0,9,warezclient
0,udp,domain_u,SF,136,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,278,0,0,0,0,1,0.01,0,168,135,0.8,0.01,0.36,0,0,0,0,0,18,normal
0,tcp,telnet,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,255,55,0.22,0.02,0,0,1,1,0,0,18,neptune
0,tcp,smtp,SF,642,281,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0.5,1,0,185,170,0.71,0.02,0.01,0.01,0,0,0,0,21,normal
0,udp,private,SF,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,219,207,0.95,0.01,0,0,0,0,0,0,21,normal
0,tcp,smtp,SF,1574,385,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0.67,255,131,0.51,0.01,0,0,0.74,0.76,0,0,14,normal
0,tcp,http,SF,217,264,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,52,0,0,0,0,1,0,0.08,154,255,1,0,0.01,0.01,0.01,0,0,0,21,normal
0,tcp,http,SF,152,9551,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,16,0,0,0,0,1,0,0.19,153,255,1,0,0.01,0.01,0,0,0,0,21,normal
0,udp,domain_u,SF,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,21,29,0.24,0.19,0.24,0.07,0,0,0,0,21,normal
0,udp,private,SF,105,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0.14,0.29,0,255,236,0.93,0.01,0,0,0,0,0,0,18,normal
0,tcp,link,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,14,0,0,1,1,0.05,0.07,0,255,14,0.05,0.07,0,0,0,0,1,1,20,neptune
0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37,0,0,0,0,1,0,1,1,57,1,0,1,0.51,0,0,0,0,18,ipsweep
0,icmp,ecr_i,SF,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0,0,0,0,1,0,0,255,111,0.44,0.02,0.44,0,0.01,0,0.02,0,18,smurf
2,tcp,ftp_data,SF,2194619,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,152,109,0.38,0.04,0.38,0.02,0,0,0,0,19,normal
0,tcp,time,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,8,1,1,0,0,0.04,0.07,0,255,8,0.03,0.07,0,0,1,1,0,0,18,neptune
0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41,0,0,0,0,1,0,1,1,153,1,0,1,0.5,0,0,0,0,16,ipsweep
0,tcp,http,SF,270,405,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,21,normal
0,tcp,http,SF,239,3648,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,21,normal
11,tcp,smtp,SF,1225,339,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,162,149,0.65,0.03,0.01,0.01,0,0,0.03,0.07,21,normal
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,1,0,1,86,255,1,0,0.01,0.13,0,0.01,1,0.99,20,normal
0,udp,private,SF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,101,0,0,0,0,0.91,0.02,0,255,179,0.7,0.04,1,0,0,0,0,0,16,satan
0,tcp,http,SF,324,453,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,21,normal
30518,tcp,private,RSTR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,1,0,0,255,2,0.01,0.7,1,0,0,0,1,1,15,portsweep
0,tcp,http,SF,246,7498,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0.67,25,255,1,0,0.04,0.05,0,0,0,0,21,normal
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,15,1,1,0,0,0.14,0.06,0,255,8,0.03,0.08,0,0,1,1,0,0,21,neptune
0,tcp,ssh,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,4,1,1,0,0,0.04,0.05,0,255,4,0.02,0.06,0,0,1,1,0,0,20,neptune
5070,tcp,other,RSTR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,1,0,0,255,2,0.01,0.74,1,0,0,0,1,1,15,portsweep
0,udp,domain_u,SF,45,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,125,0,0,0,0,1,0,0.02,255,255,1,0,0,0,0,0,0,0,21,normal
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,1,0.83,1,0,0,0.01,0.06,0,255,18,0.07,0.06,0,0,1,1,0,0,20,neptune
0,udp,domain_u,SF,45,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,148,0,0,0,0,1,0,0.01,255,254,1,0.01,0,0,0,0,0,0,20,normal
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,12,1,1,0,0,0.11,0.07,0,255,15,0.06,0.07,0,0,1,1,0,0,21,neptune
0,udp,domain_u,SF,46,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,169,0,0,0,0,1,0,0.01,255,229,0.9,0.01,0,0,0,0,0,0,18,normal
0,tcp,http,SF,232,1347,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,255,1,0,1,0.08,0,0,0,0,21,normal
0,tcp,uucp_path,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,4,1,1,0,0,0.02,0.06,0,255,4,0.02,0.06,0,0,1,1,0,0,18,neptune
0,tcp,http,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,10,1,1,0,0,0.04,0.06,0,255,10,0.04,0.07,0,0,1,1,0,0,20,neptune
3,tcp,ftp_data,SF,2194619,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,25,6,0.24,0.12,0.24,0,0,0,0,0,19,normal
0,tcp,http,SF,325,1366,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31,58,0,0,0,0,1,0,0.1,179,255,1,0,0.01,0.01,0,0,0,0,21,normal
0,tcp,http,SF,352,6207,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,21,normal
1,tcp,smtp,SF,832,278,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,139,65,0.47,0.04,0.01,0,0,0,0,0,21,normal
0,tcp,http,SF,253,994,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,1,0,0,12,255,1,0,0.08,0.04,0,0,0,0,21,normal
0,tcp,bgp,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,3,1,1,0,0,0.01,0.07,0,255,3,0.01,0.08,0,0,1,1,0,0,20,neptune
0,udp,domain_u,SF,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,128,0,0,0,0,1,0,0.02,255,230,0.9,0.01,0,0,0,0,0,0,18,normal
0,tcp,http,SF,285,6210,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,1,0,0.5,3,255,1,0,0.33,0.02,0,0,0,0,21,normal
0,tcp,http,SF,332,484,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,21,normal
0,tcp,http,SF,290,6396,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,1,0,0,107,248,1,0,0.01,0.03,0,0,0,0,21,normal
0,tcp,http,SF,208,20290,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,60,255,1,0,0.02,0.01,0,0,0,0,21,normal
